!CSV A.01.01
!Keysight Technologies,P9382B,MY61100054,A.15.75.22
!Date: Monday, November 28, 2022 14:46:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
20608750,-41.019085,-2.5765889,-64.171944,106.92439,-69.073181,-9.91465,-69.419655,-85.531334,-72.730774,53.484825,-48.352722,-35.746613,-57.622482,-127.95348,-67.463516,-164.55322,-71.502579,-105.95805,-58.149979,-141.90536,-47.548008,-29.897968,-62.182926,-151.60451,-76.818153,-170.77029,-68.098572,14.917376,-63.19043,-163.06966,-46.066837,-19.069208
20920000,-38.751896,-26.061386,-67.067207,40.842262,-72.504921,-113.02301,-64.612434,-78.559647,-75.081078,62.367626,-43.64595,-5.4348474,-58.815525,-147.49785,-92.041237,-98.758865,-66.121788,-78.558182,-62.927639,-137.73308,-54.804157,-4.0620885,-61.132294,-149.63268,-66.070511,31.149143,-68.157669,108.68209,-70.828163,-158.06558,-43.983654,-66.246628
21231250,-40.062386,-61.620941,-74.112465,-18.95808,-66.488274,37.359394,-70.026634,171.04472,-63.051525,-52.606102,-46.468227,-26.881084,-62.283215,-153.81943,-63.751858,128.09827,-65.743568,105.90582,-58.612099,175.88785,-45.156628,13.174503,-67.511292,47.394894,-73.767792,62.400772,-64.483482,-26.359892,-65.021492,-179.25066,-51.024342,-134.83824
21542500,-47.139427,-73.982307,-64.200417,80.04612,-70.160667,151.59206,-72.23539,82.185295,-67.457832,118.10766,-47.328754,67.471443,-75.402756,142.34105,-71.952293,61.858627,-65.992546,152.16983,-80.487808,-154.03328,-42.005917,-46.159256,-63.321724,153.41861,-63.186287,-97.816483,-66.239624,-72.50853,-60.419231,117.7739,-45.928322,23.948891
21853750,-46.159111,-39.432949,-64.533012,144.75218,-67.161491,104.83279,-71.326065,-118.9084,-74.025627,15.380688,-36.053303,39.353001,-61.145954,148.93977,-64.287498,-0.60716021,-62.552685,-115.36052,-61.697819,-160.61549,-43.595894,-99.041626,-61.186081,156.25311,-69.079857,169.45801,-69.037056,124.32236,-62.317295,118.16188,-38.304405,-32.964851
22165000,-43.127502,-64.251465,-70.233322,-57.105106,-80.682655,129.58441,-65.812386,47.877888,-65.671951,-37.303978,-33.659286,-4.9450669,-66.384857,153.70952,-63.122547,50.294472,-76.340164,-53.07576,-70.936333,-133.24074,-50.267841,-150.11955,-72.900398,139.14951,-63.959618,-6.0268903,-63.673489,-105.8592,-69.06292,-10.554262,-36.760548,-77.945518
22476250,-45.694244,-92.74704,-86.899078,-83.398438,-75.1922,-176.88249,-61.176121,134.22968,-78.36483,43.722637,-35.741207,-48.263058,-66.534119,132.6955,-60.406261,42.20364,-75.425262,-86.10891,-68.633797,19.923841,-55.659302,-149.38148,-61.42907,91.054123,-71.570786,-157.12077,-71.279099,-23.923704,-70.240791,49.050903,-39.469681,-109.12685
22787500,-48.123192,-77.040131,-69.011475,-14.642715,-64.449501,174.75888,-62.777287,-136.91261,-76.848572,174.40846,-43.870991,-87.756973,-62.026001,-47.583683,-74.614815,-101.1591,-66.463425,-144.22955,-70.054832,-46.061871,-51.2691,-123.90961,-63.387104,33.452526,-65.709045,164.13727,-76.019676,123.12418,-69.626854,-50.578312,-41.952209,-104.28307
23098750,-46.326012,-94.782532,-76.309181,93.472771,-65.864159,-163.69716,-57.932247,98.499565,-59.916615,132.99429,-47.911266,-13.456428,-65.924461,-54.983074,-70.219704,78.503136,-73.879715,-154.4521,-68.932106,-141.47179,-53.342999,-114.91011,-63.914234,58.355274,-64.32605,71.662148,-66.589584,107.99177,-61.664814,47.739616,-38.88596,-107.35657
23410000,-58.238682,-112.37182,-66.658783,30.095057,-64.175682,76.176453,-65.824226,75.329178,-63.886017,68.312622,-40.566563,-52.50705,-66.012512,-107.86465,-69.978569,19.760181,-71.985367,91.789032,-74.140579,-159.90935,-44.791924,-111.13107,-65.757095,-34.821819,-57.453846,88.894035,-75.781609,-136.36699,-65.154343,85.512718,-37.315331,-123.80637
23721250,-48.413399,-5.4928389,-77.0233,151.80983,-68.850983,92.758545,-60.931183,20.245153,-71.325592,-68.390228,-40.247284,-109.88341,-62.825138,-116.66256,-64.543396,-21.538977,-67.390366,-118.85759,-64.534546,-126.63885,-40.892235,-151.72079,-68.163101,29.46529,-69.336296,32.89254,-61.461967,62.429398,-61.63937,29.850571,-36.959137,-143.32074
24032500,-41.771332,-49.759731,-70.661659,105.35287,-60.127583,26.330305,-69.227623,110.17612,-66.911942,-115.51992,-40.91452,-165.79106,-59.258823,-139.47322,-68.999527,150.74728,-76.796341,81.494759,-72.571014,-141.67924,-41.698486,156.88858,-64.173187,19.60146,-66.298347,109.25926,-65.290115,57.322826,-61.702095,-29.203651,-36.010952,-162.19946
24343750,-40.94434,-77.854301,-61.61797,30.575529,-67.392563,168.13327,-65.371735,50.18631,-61.859764,29.990948,-40.268364,152.17271,-63.968956,175.6364,-68.078194,-61.839024,-71.835716,-143.75725,-61.759373,-165.37755,-47.487839,67.320801,-60.13604,32.958229,-72.952202,53.23143,-71.221916,-79.107849,-58.222813,21.521643,-36.502483,166.36298
24655000,-37.714695,-88.550552,-71.834846,-154.5045,-65.599365,137.95363,-78.46566,96.499557,-68.003105,-21.994394,-38.352837,122.73484,-63.203125,133.38002,-77.608261,3.5899773,-74.864799,147.86574,-62.864964,-144.15652,-44.576305,-49.835648,-77.044159,-106.00304,-66.550262,71.082329,-61.645012,96.120094,-59.651299,20.48904,-40.294189,125.24883
24966250,-33.972889,-123.05795,-68.026268,92.935326,-63.70055,161.59889,-66.622726,-71.519608,-65.592941,71.792419,-37.655071,88.815506,-64.039879,129.65128,-66.668564,118.94911,-66.444099,80.554276,-65.980133,-7.0804672,-39.913441,-98.854706,-61.125793,-96.444061,-65.92511,49.301907,-58.384628,121.56702,-62.757679,6.0262542,-51.608574,36.173134
25277500,-32.392353,-168.14514,-60.585461,-20.08478,-61.775471,-108.93877,-62.136848,-164.32454,-70.656403,-49.610622,-38.590385,56.608303,-57.535187,168.87735,-66.824089,128.16991,-64.472031,15.785821,-65.571823,177.62854,-36.371941,-122.78825,-64.023041,172.142,-68.114723,0.16169424,-61.129292,175.94331,-63.873096,-145.0495,-45.008629,-97.99543
25588750,-33.748764,141.27077,-66.834892,59.030293,-67.241547,140.90007,-62.548401,18.457867,-69.994835,143.93552,-43.772758,38.618851,-64.017151,171.02588,-62.65202,-4.0873828,-68.643036,-55.385399,-70.370216,110.46996,-32.545498,-150.3017,-74.952751,-99.286758,-73.178619,97.442978,-72.646912,-7.5323257,-67.014877,107.27845,-39.641727,-123.19009
25900000,-38.584492,100.68124,-63.031944,-71.983383,-73.741653,21.706276,-89.374138,160.99959,-67.352791,-14.554886,-49.721569,47.515675,-70.690407,124.58869,-66.77462,38.663395,-74.330063,130.45049,-59.315231,80.372078,-30.367069,173.9995,-67.314888,-2.4302001,-71.172409,57.960686,-71.480324,119.65569,-59.529125,68.193581,-36.068565,-142.91536
26211250,-47.663971,101.74487,-68.062126,114.36135,-73.164352,135.95073,-67.287888,38.224228,-67.570457,164.30406,-48.903366,137.98604,-70.043617,11.259324,-73.105576,130.54915,-86.784744,169.03438,-64.865685,26.895403,-30.88846,138.55051,-77.659012,94.913383,-61.1436,63.838451,-62.344326,-140.26096,-66.310013,9.5978956,-32.917099,-172.56831
26522500,-46.642513,113.23042,-74.68895,-113.83178,-72.941887,-153.66486,-66.442368,17.681995,-69.451591,-173.68488,-38.656296,134.61807,-65.548386,42.880909,-69.111038,-127.57135,-65.529602,80.014023,-69.85878,143.39885,-34.396835,113.94602,-61.861187,33.667377,-65.96096,-10.01213,-76.863457,104.27337,-68.0037,33.585247,-32.75082,149.65001
26833750,-53.608498,104.76569,-68.365891,129.13383,-65.759377,99.528503,-63.974953,-0.89453334,-68.078194,34.331039,-33.474812,109.47124,-80.460236,-90.127632,-67.668495,31.308931,-64.177345,144.21175,-60.196274,-119.77417,-38.473522,125.42146,-74.341408,44.209991,-67.156494,108.33301,-59.725044,161.35699,-69.077408,-31.856613,-35.952847,115.04226
27145000,-45.010517,173.58044,-65.290291,-4.4022427,-80.097511,-16.78093,-66.102867,8.1498556,-62.004845,-2.416173,-31.565563,73.271141,-63.75605,164.07849,-75.742165,-8.8980455,-66.917679,178.41661,-59.047997,-136.56998,-35.626839,127.98827,-64.905716,-13.293958,-61.569103,-43.956921,-61.673599,-46.093414,-59.148304,17.590599,-42.346153,110.12197
27456250,-40.129402,131.35126,-61.263931,40.52026,-67.17662,95.930222,-67.939911,126.34226,-67.979813,35.133537,-33.014908,43.870171,-64.510963,-145.25955,-61.134132,-68.009537,-65.472305,-53.21859,-67.960457,132.44675,-35.675335,110.83073,-61.193302,-82.393013,-74.689369,91.137375,-65.374855,-98.666405,-58.610138,-42.11821,-42.592293,123.77065
27767500,-40.987122,80.510696,-71.964569,98.349503,-62.965221,71.621902,-73.664848,36.286629,-68.752068,89.410637,-36.242516,30.34701,-70.911972,66.843704,-60.546967,-161.51869,-65.494904,66.057205,-67.922707,64.578293,-36.81942,114.55717,-76.168694,-140.97516,-76.759811,24.532158,-71.455605,-160.08002,-65.803383,-80.600273,-42.741211,101.90073
28078750,-53.297779,18.809109,-73.275681,-19.136751,-65.085274,70.24424,-67.290398,23.735344,-66.159531,-1.1943057,-37.645149,23.812389,-62.006584,165.68871,-70.048988,-108.0546,-71.696503,-56.429745,-74.406181,68.152084,-34.688545,111.93024,-81.130241,135.0257,-66.011955,-42.335526,-67.861687,132.62465,-66.275597,-103.36189,-63.945419,177.90199
28390000,-46.724224,152.67967,-67.97419,37.051563,-71.406647,33.93425,-65.700775,108.41652,-62.109894,-118.57519,-39.273907,-8.7956934,-67.650452,-84.643127,-66.891388,55.547916,-65.805916,104.38159,-73.603798,-94.936966,-35.063095,91.273415,-74.541641,150.61311,-84.117149,146.18939,-67.119644,-10.179136,-66.075218,-80.526115,-40.24963,179.4283
28701250,-42.26096,102.76579,-63.646324,-39.961227,-73.053658,-32.975704,-66.513115,163.25052,-76.873192,-175.10786,-46.132244,-118.17614,-66.195633,-161.69444,-69.92086,176.39651,-70.951065,106.85515,-64.732193,-75.425995,-38.138935,86.489677,-65.914673,-142.35582,-69.959625,115.14769,-65.843803,82.368683,-65.105904,-14.374584,-37.487747,144.32819
29012500,-47.359863,67.179703,-60.743713,-4.0788913,-61.863892,62.63332,-61.581688,31.396441,-75.310249,74.466438,-37.722549,138.14452,-63.553181,63.978546,-60.880615,62.210438,-64.925201,109.72178,-82.63089,-62.870136,-38.782463,109.35277,-71.221489,71.86615,-60.926609,65.089989,-67.2985,-100.33404,-70.593575,102.95509,-41.062389,111.52762
29323750,-49.525589,103.73132,-74.212166,-68.087761,-79.613197,-87.892792,-70.048828,68.677948,-60.381844,-108.48787,-35.430138,88.928398,-67.420837,18.301352,-71.198318,-143.2536,-69.035423,-130.01776,-66.500839,59.654888,-35.792793,96.174355,-65.689423,27.417273,-71.885284,108.90672,-59.770458,17.361174,-70.637268,-120.90691,-47.698257,159.07045
29635000,-45.835598,77.405434,-71.32917,-82.969345,-63.477406,-140.24419,-70.131805,-138.69746,-76.862206,83.813583,-38.770508,56.510899,-74.635605,-11.573986,-66.157959,38.406727,-66.116974,-152.66162,-68.286804,4.847508,-37.924179,77.721382,-61.489605,-57.76897,-59.341587,-0.9280113,-64.84967,131.3383,-66.556732,23.606331,-39.947254,160.06931
29946250,-48.36311,38.788448,-80.334724,-83.878853,-65.162987,136.66046,-63.253216,111.29453,-71.932167,-39.52602,-44.952396,100.50196,-77.050552,58.589275,-65.912712,99.401878,-61.242687,-97.539093,-62.840874,39.455784,-40.668133,86.059967,-80.553467,176.10391,-65.406151,175.35234,-60.745937,40.34,-76.865372,-54.378922,-38.96516,131.44261
30257500,-56.675102,-176.66093,-65.904839,145.47307,-67.360779,14.692116,-62.819386,56.675457,-60.310032,-55.090881,-36.158707,106.61061,-61.537281,-40.498795,-72.680405,77.199326,-63.916328,148.89612,-58.93734,-67.233429,-38.176056,94.149185,-66.777039,-134.19077,-69.854362,130.95,-65.177368,-124.79872,-64.052216,-57.385044,-41.369598,133.95544
30568750,-45.590519,123.83542,-63.332649,-89.258194,-67.030312,-127.27376,-69.553192,75.990486,-57.707802,-153.41805,-35.042297,80.903587,-67.329681,-140.94278,-62.357094,-18.013298,-63.565807,173.18764,-66.71582,-89.281021,-37.304462,77.170639,-65.058594,111.35014,-63.615276,99.710434,-64.057846,162.0247,-65.872261,-131.05922,-38.837116,137.15843
30880000,-45.92503,84.824997,-70.53302,-58.911678,-73.374634,-96.256371,-92.457115,-178.19623,-70.745102,12.601711,-35.474464,69.144402,-64.277962,-174.25417,-69.563293,149.98169,-67.03936,-93.96431,-60.963043,-134.35211,-39.669304,70.618217,-73.384621,161.42705,-66.646584,98.707947,-66.260635,-141.90791,-74.230492,25.744293,-37.665665,119.8369
31191250,-48.107891,68.682114,-67.083084,-20.987452,-70.119759,141.18776,-66.010704,-18.393665,-67.724937,120.6833,-34.894093,66.890663,-61.382488,-153.50296,-64.395699,61.915195,-68.610146,174.53899,-64.835144,-176.20215,-39.518509,88.460197,-66.298927,-36.717422,-79.858398,-158.80074,-70.744995,66.223099,-66.49556,141.28416,-39.406105,103.60336
31502500,-47.149426,66.661606,-66.066841,-54.646194,-68.145798,-164.89801,-75.755234,-177.59976,-78.208481,152.2198,-34.858379,53.354813,-62.289104,-179.49913,-67.642326,54.568565,-67.056252,133.46201,-58.803562,-178.88455,-38.550114,83.040398,-65.879761,3.7147906,-69.39579,0.33346197,-70.531166,29.45509,-82.459663,-60.124359,-40.389805,109.057
31813750,-47.62038,28.186289,-61.169449,-63.025509,-63.068542,116.42571,-69.624054,21.302126,-65.945084,-130.51192,-37.788956,48.259964,-61.573715,106.22802,-66.563118,86.463432,-70.136772,-155.00783,-66.874832,164.63951,-38.516453,77.525978,-68.268692,-59.633747,-69.072357,110.24055,-63.158447,53.407379,-61.656021,-38.9007,-38.857548,100.30786
32125000,-69.13224,-60.296051,-68.198029,-136.61789,-66.04454,-156.83212,-69.165756,167.49825,-71.211555,-121.61031,-37.444923,70.309814,-66.964577,-170.01425,-63.800991,121.67976,-82.236099,33.717365,-70.837662,89.111702,-38.382278,76.59462,-66.107361,-126.60998,-75.264755,7.274097,-84.222771,5.1099744,-60.900948,-89.316109,-39.821682,67.311913
32436250,-46.40675,123.10686,-69.646858,168.72762,-64.862068,-167.63275,-67.219955,-91.20369,-73.686943,-17.600157,-34.340473,62.106022,-68.590538,170.26407,-64.69413,89.439453,-68.534935,23.327953,-69.788635,76.830292,-38.783043,58.557514,-64.030548,-174.27995,-63.149921,68.825424,-63.215485,72.583771,-70.124886,95.347397,-46.400547,31.214954
32747500,-44.421494,74.540352,-67.7593,69.882988,-63.552402,70.249496,-67.021034,141.19472,-68.247643,105.19245,-35.013866,36.607082,-72.816429,-166.74277,-61.366913,85.897751,-67.171844,15.149388,-68.482323,-139.46698,-43.105549,39.795181,-70.554802,-149.16925,-72.9851,39.701828,-61.341682,60.102352,-74.473579,91.161606,-52.093815,176.2343
33058750,-47.71106,45.94561,-77.249519,-56.793545,-76.499077,-0.96622896,-74.986176,133.78491,-70.754776,-1.68358,-41.104576,25.361643,-63.226723,153.9212,-63.48011,61.94804,-74.378357,57.625431,-62.240795,106.96119,-47.319462,89.953186,-59.908165,88.856117,-74.443527,76.605743,-63.611465,48.917706,-65.698624,78.030418,-45.276272,160.35561
33370000,-50.681503,63.657917,-73.766212,40.576664,-74.920326,-83.803825,-66.971909,41.141869,-70.075607,60.404861,-41.376575,77.457253,-70.108032,156.93279,-61.583866,53.313244,-70.656822,-81.540665,-60.280106,-161.47194,-42.255966,87.784004,-63.46254,86.46241,-66.085854,177.14731,-71.345459,36.298759,-58.133587,35.629517,-44.157585,151.77074
33681250,-47.779903,66.190529,-66.149666,-129.40149,-71.722572,130.49361,-73.78775,168.13248,-73.362679,158.64992,-37.905941,67.39196,-74.606308,72.079803,-79.57531,-35.40667,-71.946709,155.11725,-70.640755,170.79451,-43.112648,71.911713,-62.480797,25.910101,-65.976959,131.9874,-69.073723,80.65818,-65.330078,11.771903,-40.512741,153.22629
33992500,-51.270802,66.699684,-64.097153,78.873322,-82.713875,-83.967506,-74.671677,11.367227,-64.826614,-95.094177,-38.803825,60.765072,-59.656792,134.93948,-69.246284,76.165993,-67.507118,123.44315,-64.420135,169.71535,-47.261322,111.51615,-65.131157,-47.875687,-66.901848,118.28888,-63.707729,-13.524295,-61.188709,-13.762998,-39.07185,138.23454
34303750,-50.784576,89.076546,-70.258446,49.937893,-76.621552,-44.562897,-65.176483,63.252464,-67.015778,-15.168433,-38.820332,80.225113,-65.108337,98.76889,-65.643402,46.899055,-63.521675,110.5844,-65.979294,128.16318,-40.152332,123.07099,-64.039017,-62.375439,-66.662079,162.54771,-65.219788,27.101526,-62.552715,-35.529373,-40.506931,129.29887
34615000,-47.819748,55.852695,-67.683083,-29.113934,-69.643517,96.924934,-69.32814,115.91393,-66.790062,-18.388372,-35.781975,82.148384,-59.822212,63.24543,-66.669121,54.553337,-65.874954,-149.44514,-64.169716,80.262711,-38.274082,103.5811,-61.382435,-90.887955,-66.950012,73.279083,-78.291695,-9.0389347,-63.241947,-30.154459,-40.256981,142.00296
34926250,-51.62104,-3.2647498,-66.172737,-35.897209,-71.758514,70.010284,-65.789436,116.88522,-71.619354,-59.995548,-34.889946,69.561066,-72.915977,-14.708324,-68.334206,1.4388885,-69.366684,52.045086,-61.224121,73.048294,-38.896008,97.292519,-64.158249,-67.345512,-71.811035,18.093264,-75.005844,-39.939713,-59.994049,-64.930931,-37.950397,137.82243
35237500,-49.411934,-125.64606,-65.770912,-108.88956,-74.276993,-156.8071,-63.320278,31.264208,-64.336487,-67.060905,-35.395077,63.560333,-68.776917,18.819641,-61.475033,-18.875443,-68.910873,88.333427,-63.957325,45.488533,-39.318211,94.872795,-61.390034,-91.353516,-61.969826,70.107719,-64.000504,11.368018,-62.972233,-119.15807,-37.130718,119.98057
35548750,-46.357063,175.35661,-81.357025,-107.53949,-73.987213,26.836744,-70.925385,40.858311,-69.261757,-92.459518,-36.19379,61.541351,-61.040451,-44.143806,-76.680244,-133.05424,-64.443077,-45.302322,-67.046387,-83.757675,-39.904037,88.760368,-62.019203,-94.430031,-69.66684,47.71489,-73.044289,-41.639267,-62.553085,-81.414032,-37.705833,110.29841
35860000,-44.777931,156.50948,-74.215034,-178.03482,-70.1698,32.711212,-71.937363,-52.618374,-70.26519,-73.733994,-37.404938,61.587399,-67.087738,-125.7776,-89.21093,4.9293714,-71.977295,3.6480079,-60.937611,-107.2334,-42.822433,96.664162,-67.092125,-145.70047,-69.545105,31.984598,-62.905823,9.990159,-67.352448,-124.71887,-38.836201,98.856972
36171250,-42.137951,144.70827,-66.071411,-141.93385,-68.634552,39.752632,-62.526794,33.689117,-75.303627,-77.439278,-37.201614,74.537216,-67.800644,-122.44125,-65.776215,1.7505026,-70.054459,54.181488,-63.407257,-113.86096,-40.321033,121.14056,-65.028755,-141.65361,-63.807102,69.565765,-90.507622,129.10191,-68.598236,179.89294,-43.044384,86.394211
36482500,-40.186905,113.98228,-70.431595,-134.71432,-72.266174,93.217613,-61.682861,30.547434,-79.516151,-11.900403,-35.108624,69.736748,-62.417042,-154.83885,-73.998138,-176.6981,-66.133354,119.81888,-67.401245,174.3553,-37.257248,119.44273,-73.961739,171.20996,-61.899845,12.881652,-71.367096,12.535575,-73.857101,-25.861303,-49.34454,126.46886
36793750,-42.362495,86.858307,-68.471939,-46.386627,-68.913879,22.599197,-64.675652,-18.748672,-72.202187,128.0544,-35.93063,52.54443,-64.085686,165.56682,-70.052872,47.741055,-68.103188,124.08613,-63.65321,153.39241,-35.811298,108.76536,-75.257622,-122.35809,-68.136429,-5.1604691,-69.344131,-17.152868,-67.495941,-119.279,-40.184608,167.3558
37105000,-45.195629,101.49335,-69.353706,-49.87661,-72.931458,17.453171,-62.160694,35.088959,-67.085732,-24.851805,-42.720612,55.58057,-67.690704,147.53557,-68.151443,-84.287315,-66.319969,163.74577,-61.617859,138.96541,-34.122299,97.100227,-69.839859,-107.94498,-65.73069,38.694492,-64.867722,-0.8793565,-71.120865,-159.65942,-35.716145,147.21193
37416250,-43.328251,102.59766,-74.306778,-40.154537,-71.4925,102.33202,-61.200478,85.786293,-75.629242,64.664223,-38.523815,132.21135,-63.058723,118.09858,-72.552643,57.455284,-69.142067,-80.17099,-60.921555,151.97362,-33.978825,80.747955,-65.123711,-97.985741,-71.120445,-6.1270881,-67.565926,64.004539,-61.912678,-143.37065,-32.976887,128.12724
37727500,-44.230293,85.233345,-75.283073,21.313053,-67.310287,2.6212337,-72.983093,38.535248,-75.645393,-169.80569,-31.792473,118.33597,-63.375916,101.26264,-65.362457,7.520226,-69.624153,53.558941,-64.918594,68.894073,-35.500515,68.408607,-72.028397,-22.578257,-65.644257,25.108912,-71.741348,17.047813,-63.075436,-169.04227,-32.071487,107.96213
38038750,-47.926254,97.570366,-70.197411,-35.589817,-61.836018,177.75809,-61.857685,-15.599793,-71.20842,8.6589785,-29.344889,98.00248,-67.218575,-19.145647,-64.246681,-36.83852,-65.395416,-96.063339,-66.899994,145.0029,-36.932598,73.002937,-70.325874,129.64226,-67.039627,-16.834509,-63.871784,-111.06491,-72.20607,115.0531,-32.463062,90.41243
38350000,-42.161671,122.64767,-70.181557,-51.962444,-67.536064,-122.24963,-61.047699,-21.787613,-71.242867,-80.158661,-28.532743,80.320671,-82.315697,101.77737,-75.747879,50.257484,-62.016697,164.95212,-79.968575,43.369865,-36.027538,68.305695,-66.572693,114.37599,-72.83934,-0.72534686,-80.828094,-113.23926,-67.290688,-147.89211,-33.801262,73.246605
38661250,-39.949852,104.35825,-66.799957,122.0973,-68.163231,-170.63411,-70.184685,-69.5187,-68.612206,-134.01375,-28.772068,65.665909,-75.978653,165.99991,-68.595131,-144.46141,-76.654251,-111.24229,-63.563824,-151.66023,-37.202908,55.926361,-69.817894,-156.30984,-70.045235,58.761032,-70.500656,-85.644371,-66.431679,96.955231,-35.78619,64.034332
38972500,-40.295506,85.379021,-68.281586,41.476963,-69.431755,-43.029667,-59.180172,8.2166462,-66.940697,-140.5498,-29.878651,56.005905,-65.665909,-157.33263,-69.055672,-19.849346,-73.399071,66.591599,-72.497627,-95.069107,-40.037395,60.949856,-69.668633,71.609673,-64.904366,0.35177642,-74.687164,39.019283,-71.000252,45.337292,-38.406422,62.031643
39283750,-40.731495,74.167534,-66.431244,49.704468,-67.883888,170.87086,-60.971733,-43.550186,-74.05983,-14.387545,-30.883102,55.239983,-70.384514,-160.53793,-63.995285,-50.189552,-66.343521,150.24976,-69.472801,-155.13487,-38.836628,83.669518,-66.033928,55.663288,-71.48214,50.49313,-74.220314,133.24214,-70.141563,-159.74765,-40.905312,69.629486
39595000,-41.343788,69.244522,-71.857834,-45.018059,-92.019531,116.58115,-70.96537,-64.145851,-86.211761,-63.586117,-31.352842,56.355282,-59.793129,-130.95143,-74.582115,-27.755707,-72.590935,5.7625642,-61.746956,-139.10306,-37.080471,69.866142,-67.450676,-43.008739,-66.348831,-41.159828,-98.119576,139.21275,-66.629837,59.110882,-39.72113,97.105583
39906250,-41.537804,68.851143,-68.405243,-120.61891,-68.851799,179.17661,-66.531609,-66.765442,-82.261658,47.976131,-31.260117,56.524715,-58.737938,-137.90698,-66.473305,-127.17837,-74.636734,117.88792,-58.661804,-140.14351,-38.526119,65.473808,-65.834862,-50.63464,-73.90596,-115.89436,-67.753159,-22.66995,-78.576889,133.81047,-36.268692,94.938858
40217500,-39.812096,64.244064,-73.995934,15.928045,-67.429382,56.110653,-72.155693,-2.4960773,-77.296684,-66.624207,-31.427547,60.073708,-55.543064,-178.23376,-74.519882,58.500332,-70.967186,63.628349,-56.420593,-170.07611,-38.518856,71.942764,-72.470612,-29.306238,-70.500977,-44.697395,-69.260246,175.621,-65.862556,-72.891006,-34.555119,77.032799
40528750,-39.485813,38.987381,-77.36834,12.773834,-81.04055,-8.0452709,-63.610069,24.850454,-70.459389,173.76625,-29.935221,59.261406,-54.404896,151.90854,-73.748795,-50.756039,-75.114937,62.673004,-56.125511,157.85263,-37.190796,61.926464,-59.746502,-60.070538,-71.281265,20.630066,-68.324326,-62.018337,-62.077492,-77.351845,-35.068356,61.481674
40840000,-42.855679,9.3738489,-67.561996,-69.334633,-64.721886,135.16034,-69.224831,-10.437188,-63.496792,-0.2265788,-28.840696,49.078941,-57.839687,131.51184,-70.398041,-22.062469,-75.540024,-155.78886,-57.199902,120.59,-37.218254,40.458321,-66.23851,-79.213676,-66.360886,-88.257088,-77.485382,-143.75912,-61.136105,-96.786118,-35.946896,51.797684
